-2.000000,-2.000000,-2.000000,-1.999000,-2.000000,-2.000000
-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000
-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000
-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000
-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000
-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000
-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000
-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000
-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000
-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000
-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000
-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000
-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000
-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000
-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000
-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000
-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000
-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000
-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000
-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000
-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000
-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000
-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000
-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000
-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000
-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000
-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000
-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000
-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000
-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000
-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000
-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000
-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000
-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000
-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000
-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000
-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000
-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000
-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000
-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000
-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000
-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000
-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000
-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000
-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000
-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000
-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000
